"feature","frequency","rank","docfreq","group"
"apologise",1,16464,1,"all"
"johor",1,16464,1,"all"
"emulation",1,16464,1,"all"
"nascent",1,16464,1,"all"
"role-playing",1,16464,1,"all"
"boggs",1,16464,1,"all"
"zed",1,16464,1,"all"
"fulsome",1,16464,1,"all"
"graceful",1,16464,1,"all"
"fluttering",1,16464,1,"all"
"unkempt",1,16464,1,"all"
"allotted",1,16464,1,"all"
"pre-requisite",1,16464,1,"all"
"supposition",1,16464,1,"all"
"captives",1,16464,1,"all"
"boardunders",1,16464,1,"all"
"roscoe",1,16464,1,"all"
"mitigated",1,16464,1,"all"
"vb",1,16464,1,"all"
"fixation",1,16464,1,"all"
"munched",1,16464,1,"all"
"fawned",1,16464,1,"all"
"preoccupied",1,16464,1,"all"
"premiership",1,16464,1,"all"
"mooched",1,16464,1,"all"
"speculating",1,16464,1,"all"
"gornergrat",1,16464,1,"all"
"palatable",1,16464,1,"all"
"nearly-all-female-team",1,16464,1,"all"
"incorruptible",1,16464,1,"all"
"steadfastly",1,16464,1,"all"
"womanly",1,16464,1,"all"
"irresistibility",1,16464,1,"all"
"cou",1,16464,1,"all"
"dresdin",1,16464,1,"all"
"10-g",1,16464,1,"all"
"zeynep",1,16464,1,"all"
"derince",1,16464,1,"all"
"marmara",1,16464,1,"all"
"reflections",1,16464,1,"all"
"conditionings",1,16464,1,"all"
"world-building",1,16464,1,"all"
"o'rourke",1,16464,1,"all"
"o'rourke's",1,16464,1,"all"
"exploratorium",1,16464,1,"all"
"doorman",1,16464,1,"all"
"80p",1,16464,1,"all"
"cycled",1,16464,1,"all"
"pagoda",1,16464,1,"all"
"craftings",1,16464,1,"all"
"scuffers",1,16464,1,"all"
"spartak",1,16464,1,"all"
"yegor",1,16464,1,"all"
"sviridov",1,16464,1,"all"
"caucasus",1,16464,1,"all"
"chanted",1,16464,1,"all"
"pelted",1,16464,1,"all"
"non-gluten",1,16464,1,"all"
"sufferers",1,16464,1,"all"
"coeliac",1,16464,1,"all"
"loaves",1,16464,1,"all"
"spared",1,16464,1,"all"
"neill",1,16464,1,"all"
"lettering",1,16464,1,"all"
"helmet",1,16464,1,"all"
"slush",1,16464,1,"all"
"delusion",1,16464,1,"all"
"alluvion",1,16464,1,"all"
"chickie",1,16464,1,"all"
"scraped",1,16464,1,"all"
"divion",1,16464,1,"all"
"clone",1,16464,1,"all"
"door-less",1,16464,1,"all"
"naklua",1,16464,1,"all"
"accommodation",1,16464,1,"all"
"asma",1,16464,1,"all"
"chubby",1,16464,1,"all"
"anyone’s",1,16464,1,"all"
"christian’s",1,16464,1,"all"
"resonating",1,16464,1,"all"
"unplanned",1,16464,1,"all"
"postpartum",1,16464,1,"all"
"grieving",1,16464,1,"all"
"ba",1,16464,1,"all"
"salomon",1,16464,1,"all"
"rdg",1,16464,1,"all"
"self-assured",1,16464,1,"all"
"buxom",1,16464,1,"all"
"comely",1,16464,1,"all"
"good-natured",1,16464,1,"all"
"adjective",1,16464,1,"all"
"tosca's",1,16464,1,"all"
"foiled",1,16464,1,"all"
"maquillage",1,16464,1,"all"
"#33",1,16464,1,"all"
"cautiously",1,16464,1,"all"
"weeny",1,16464,1,"all"
"pu-2",1,16464,1,"all"
"gradational",1,16464,1,"all"
"leans",1,16464,1,"all"
"warm-tones",1,16464,1,"all"
"lavshuca’s",1,16464,1,"all"
"dogfish",1,16464,1,"all"
"floyds",1,16464,1,"all"
"poppaskull",1,16464,1,"all"
"testimonies",1,16464,1,"all"
"dog-owner",1,16464,1,"all"
"sacrilegious",1,16464,1,"all"
"cobbler",1,16464,1,"all"
"bonked",1,16464,1,"all"
"overtime-heavy",1,16464,1,"all"
"patriotic",1,16464,1,"all"
"assemblies",1,16464,1,"all"
"piecing",1,16464,1,"all"
"refusal",1,16464,1,"all"
"post-apocalyptic",1,16464,1,"all"
"dystopia",1,16464,1,"all"
"over-explain",1,16464,1,"all"
"purportedly",1,16464,1,"all"
"excepting",1,16464,1,"all"
"film-within-a-film",1,16464,1,"all"
"reaping",1,16464,1,"all"
"hazily",1,16464,1,"all"
"sneer",1,16464,1,"all"
"rational-seeming",1,16464,1,"all"
"dizaei",1,16464,1,"all"
"ghaffur",1,16464,1,"all"
"clifford",1,16464,1,"all"
"aspired",1,16464,1,"all"
"inseparable",1,16464,1,"all"
"unaccompanied",1,16464,1,"all"
"simian",1,16464,1,"all"
"cutouts",1,16464,1,"all"
"it-eagles-i",1,16464,1,"all"
"croissant",1,16464,1,"all"
"ridged",1,16464,1,"all"
"dislikes",1,16464,1,"all"
"yeasty",1,16464,1,"all"
"scottish-",1,16464,1,"all"
"oatcakes",1,16464,1,"all"
"flatbread",1,16464,1,"all"
"crispbread",1,16464,1,"all"
"stringing",1,16464,1,"all"
"locality",1,16464,1,"all"
"intercontinental",1,16464,1,"all"
"taepodong",1,16464,1,"all"
"clement’s",1,16464,1,"all"
"hillock",1,16464,1,"all"
"134-135",1,16464,1,"all"
"1-15",1,16464,1,"all"
"engulfed",1,16464,1,"all"
"hotdogs",1,16464,1,"all"
"grog",1,16464,1,"all"
"terrifying",1,16464,1,"all"
"coens",1,16464,1,"all"
"softening",1,16464,1,"all"
"redistribution",1,16464,1,"all"
"baldness",1,16464,1,"all"
"acne",1,16464,1,"all"
"prominence",1,16464,1,"all"
"pious",1,16464,1,"all"
"scrawled",1,16464,1,"all"
"wittenburg",1,16464,1,"all"
"ninety-five",1,16464,1,"all"
"clarified",1,16464,1,"all"
"before-hand",1,16464,1,"all"
"prowess",1,16464,1,"all"
"wallboard",1,16464,1,"all"
"installer",1,16464,1,"all"
"corricolo",1,16464,1,"all"
"treacle",1,16464,1,"all"
"limp",1,16464,1,"all"
"ceaseless",1,16464,1,"all"
"wordless",1,16464,1,"all"
"con’s",1,16464,1,"all"
"tt",1,16464,1,"all"
"bowed",1,16464,1,"all"
"sendak's",1,16464,1,"all"
"most-requested",1,16464,1,"all"
"blurbs",1,16464,1,"all"
"dustjacket",1,16464,1,"all"
"100-",1,16464,1,"all"
"tumours",1,16464,1,"all"
"knickers",1,16464,1,"all"
"r-oh",1,16464,1,"all"
"two-stage",1,16464,1,"all"
"marin",1,16464,1,"all"
"password-protected",1,16464,1,"all"
"board-another",1,16464,1,"all"
"introverts",1,16464,1,"all"
"grunthar",1,16464,1,"all"
"jerf",1,16464,1,"all"
"where’s",1,16464,1,"all"
"cathar",1,16464,1,"all"
"carni",1,16464,1,"all"
"time-oriented",1,16464,1,"all"
"routines",1,16464,1,"all"
"thia",1,16464,1,"all"
"wus",1,16464,1,"all"
"befair",1,16464,1,"all"
"wur",1,16464,1,"all"
"ulster",1,16464,1,"all"
"knaw",1,16464,1,"all"
"larn",1,16464,1,"all"
"antrim",1,16464,1,"all"
"shewin",1,16464,1,"all"
"bastes",1,16464,1,"all"
"bestrode",1,16464,1,"all"
"oor",1,16464,1,"all"
"hoke",1,16464,1,"all"
"oot",1,16464,1,"all"
"dail",1,16464,1,"all"
"richt",1,16464,1,"all"
"barrow",1,16464,1,"all"
"pontificate",1,16464,1,"all"
"ying",1,16464,1,"all"
"yang",1,16464,1,"all"
"neuro",1,16464,1,"all"
"meningitis",1,16464,1,"all"
"34th",1,16464,1,"all"
"marina",1,16464,1,"all"
"barrage",1,16464,1,"all"
"prickle",1,16464,1,"all"
"cramped",1,16464,1,"all"
"rhythmically",1,16464,1,"all"
"gulped",1,16464,1,"all"
"gels",1,16464,1,"all"
"isotonic",1,16464,1,"all"
"potassium",1,16464,1,"all"
"cramp",1,16464,1,"all"
"introvert",1,16464,1,"all"
"heffer",1,16464,1,"all"
"masturbated",1,16464,1,"all"
"re-blogged",1,16464,1,"all"
"daydreamed",1,16464,1,"all"
"bumpersticker",1,16464,1,"all"
"concordance",1,16464,1,"all"
"apologia",1,16464,1,"all"
"25-32",1,16464,1,"all"
"sprinkling",1,16464,1,"all"
"dijon",1,16464,1,"all"
"yumm",1,16464,1,"all"
"tulips",1,16464,1,"all"
"marjolaine",1,16464,1,"all"
"theology",1,16464,1,"all"
"isabel",1,16464,1,"all"
"exasperation",1,16464,1,"all"
"dagger",1,16464,1,"all"
"bobbie",1,16464,1,"all"
"wergeland",1,16464,1,"all"
"population-based",1,16464,1,"all"
"norway",1,16464,1,"all"
"scand",1,16464,1,"all"
"environ",1,16464,1,"all"
"206-212",1,16464,1,"all"
"shorn",1,16464,1,"all"
"shapeless",1,16464,1,"all"
"summery",1,16464,1,"all"
"calico",1,16464,1,"all"
"sprightly",1,16464,1,"all"
"pitifully",1,16464,1,"all"
"remarkable-not",1,16464,1,"all"
"lincoln’s",1,16464,1,"all"
"craggy",1,16464,1,"all"
"sherry-colored",1,16464,1,"all"
"exclaims",1,16464,1,"all"
"windowpane",1,16464,1,"all"
"truman",1,16464,1,"all"
"capote",1,16464,1,"all"
"kiefer",1,16464,1,"all"
"sutherland",1,16464,1,"all"
"vicariously",1,16464,1,"all"
"sharpened",1,16464,1,"all"
"tilted",1,16464,1,"all"
"downwards",1,16464,1,"all"
"psychosocial",1,16464,1,"all"
"bracknell",1,16464,1,"all"
"mtc",1,16464,1,"all"
"raffles",1,16464,1,"all"
"phillips's",1,16464,1,"all"
"beardsley",1,16464,1,"all"
"thring",1,16464,1,"all"
"lapsed",1,16464,1,"all"
"behead",1,16464,1,"all"
"dandelions",1,16464,1,"all"
"warmachine",1,16464,1,"all"
"mercs",1,16464,1,"all"
"driller",1,16464,1,"all"
"gortens",1,16464,1,"all"
"caster",1,16464,1,"all"
"jihadis",1,16464,1,"all"
"solids",1,16464,1,"all"
"sucky",1,16464,1,"all"
"taks",1,16464,1,"all"
"icing",1,16464,1,"all"
"extra-dark",1,16464,1,"all"
"hershey's",1,16464,1,"all"
"entrenched",1,16464,1,"all"
"dashner's",1,16464,1,"all"
"designation",1,16464,1,"all"
"yoghurt-",1,16464,1,"all"
"giddiness",1,16464,1,"all"
"seventeen",1,16464,1,"all"
"boy-crazy",1,16464,1,"all"
"character's",1,16464,1,"all"
"imogen",1,16464,1,"all"
"wwf",1,16464,1,"all"
"fistula",1,16464,1,"all"
"bisexuality",1,16464,1,"all"
"juncture",1,16464,1,"all"
"uncouth",1,16464,1,"all"
"herr",1,16464,1,"all"
"disillusioned",1,16464,1,"all"
"sheepskin",1,16464,1,"all"
"slippers",1,16464,1,"all"
"curlers",1,16464,1,"all"
"nicoli",1,16464,1,"all"
"kast",1,16464,1,"all"
"prodigies",1,16464,1,"all"
"newstead",1,16464,1,"all"
"nucleic",1,16464,1,"all"
"dren",1,16464,1,"all"
"delphine",1,16464,1,"all"
"chaneac",1,16464,1,"all"
"disinterest",1,16464,1,"all"
"quilted",1,16464,1,"all"
"utilitarian",1,16464,1,"all"
"decorative",1,16464,1,"all"
"mum-in-law’s",1,16464,1,"all"
"90th",1,16464,1,"all"
"paz",1,16464,1,"all"
"bolivia",1,16464,1,"all"
"titicaca",1,16464,1,"all"
"cuzco",1,16464,1,"all"
"south-eastern",1,16464,1,"all"
"four-hour",1,16464,1,"all"
"aguas",1,16464,1,"all"
"calientes",1,16464,1,"all"
"machu",1,16464,1,"all"
"picchu",1,16464,1,"all"
"uncontrollable",1,16464,1,"all"
"adorable",1,16464,1,"all"
"cornflake",1,16464,1,"all"
"scoff",1,16464,1,"all"
"noun",1,16464,1,"all"
"amblyopia",1,16464,1,"all"
"check-ups",1,16464,1,"all"
"up-and-down",1,16464,1,"all"
"circuitous",1,16464,1,"all"
"strenuous",1,16464,1,"all"
"yadkin",1,16464,1,"all"
"rewarded",1,16464,1,"all"
"nasta",1,16464,1,"all"
"commended",1,16464,1,"all"
"congratulating",1,16464,1,"all"
"toggle",1,16464,1,"all"
"bamako",1,16464,1,"all"
"mali",1,16464,1,"all"
"scarily",1,16464,1,"all"
"disenfranchised",1,16464,1,"all"
"demotivated",1,16464,1,"all"
"meatloaf",1,16464,1,"all"
"carnies",1,16464,1,"all"
"vapor",1,16464,1,"all"
"2,4-d",1,16464,1,"all"
"butting",1,16464,1,"all"
"pilgrim",1,16464,1,"all"
"chocolates",1,16464,1,"all"
"parent’s",1,16464,1,"all"
"fourpence",1,16464,1,"all"
"table-beer",1,16464,1,"all"
"threepence",1,16464,1,"all"
"computed",1,16464,1,"all"
"wort",1,16464,1,"all"
"attaching",1,16464,1,"all"
"adulteration",1,16464,1,"all"
"practised",1,16464,1,"all"
"melta",1,16464,1,"all"
"crappily",1,16464,1,"all"
"shu",1,16464,1,"all"
"angsting",1,16464,1,"all"
"solvable",1,16464,1,"all"
"accumulate",1,16464,1,"all"
"squeeeeeee",1,16464,1,"all"
"newlyweds",1,16464,1,"all"
"sadie",1,16464,1,"all"
"sadiekins",1,16464,1,"all"
"sade-sade",1,16464,1,"all"
"sadie-blue",1,16464,1,"all"
"clenched",1,16464,1,"all"
"gwen",1,16464,1,"all"
"stefani",1,16464,1,"all"
"infomercial",1,16464,1,"all"
"scoffed",1,16464,1,"all"
"manly",1,16464,1,"all"
"side-note",1,16464,1,"all"
"sinbad",1,16464,1,"all"
"orbital",1,16464,1,"all"
"volkstaat",1,16464,1,"all"
"nonsensical",1,16464,1,"all"
"ignorants",1,16464,1,"all"
"brainwashing",1,16464,1,"all"
"fellow-leaders",1,16464,1,"all"
"kavasch",1,16464,1,"all"
"barrie",1,16464,1,"all"
"baar",1,16464,1,"all"
"separating",1,16464,1,"all"
"poinsettia",1,16464,1,"all"
"a-shimmering",1,16464,1,"all"
"vellum",1,16464,1,"all"
"incertainty",1,16464,1,"all"
"michelle's",1,16464,1,"all"
"aptly",1,16464,1,"all"
"disincentive",1,16464,1,"all"
"room-i",1,16464,1,"all"
"maja",1,16464,1,"all"
"everyman",1,16464,1,"all"
"weirdness",1,16464,1,"all"
"spire",1,16464,1,"all"
"overcast",1,16464,1,"all"
"chilly",1,16464,1,"all"
"scads",1,16464,1,"all"
"belly’s",1,16464,1,"all"
"lynch’s",1,16464,1,"all"
"conventions",1,16464,1,"all"
"revelatory",1,16464,1,"all"
"unsustainable",1,16464,1,"all"
"plotlines",1,16464,1,"all"
"outsider’s",1,16464,1,"all"
"caskets",1,16464,1,"all"
"spanish-style",1,16464,1,"all"
"vaults",1,16464,1,"all"
"burials",1,16464,1,"all"
"hurtful",1,16464,1,"all"
"campaigner",1,16464,1,"all"
"obsessing",1,16464,1,"all"
"phrased",1,16464,1,"all"
"nelson’s",1,16464,1,"all"
"anti-cuts",1,16464,1,"all"
"grassroots",1,16464,1,"all"
"tut",1,16464,1,"all"
"tutankhamen's",1,16464,1,"all"
"pharaohs",1,16464,1,"all"
"hatshepsut",1,16464,1,"all"
"narration",1,16464,1,"all"
"mapwork",1,16464,1,"all"
"wristbands",1,16464,1,"all"
"no-bake",1,16464,1,"all"
"plastics",1,16464,1,"all"
"injection",1,16464,1,"all"
"moulding",1,16464,1,"all"
"suitability",1,16464,1,"all"
"isms",1,16464,1,"all"
"summer’s",1,16464,1,"all"
"scallion",1,16464,1,"all"
"garnishing",1,16464,1,"all"
"unobtainable",1,16464,1,"all"
"heave",1,16464,1,"all"
"moh",1,16464,1,"all"
"singaporeans",1,16464,1,"all"
"inflicted",1,16464,1,"all"
"cong",1,16464,1,"all"
"militias",1,16464,1,"all"
"dimensionals",1,16464,1,"all"
"embroidery",1,16464,1,"all"
"floss",1,16464,1,"all"
"baine",1,16464,1,"all"
"bloodhoof",1,16464,1,"all"
"dieslear",1,16464,1,"all"
"cordelia's",1,16464,1,"all"
"canons",1,16464,1,"all"
"uniformity",1,16464,1,"all"
"1558-1559",1,16464,1,"all"
"parker’s",1,16464,1,"all"
"vi",1,16464,1,"all"
"martyrdom",1,16464,1,"all"
"cranmer",1,16464,1,"all"
"elizabeth’s",1,16464,1,"all"
"half-sister",1,16464,1,"all"
"pope’s",1,16464,1,"all"
"superstition",1,16464,1,"all"
"englishmen’s",1,16464,1,"all"
"infringe",1,16464,1,"all"
"cynically",1,16464,1,"all"
"monopoly",1,16464,1,"all"
"submerged",1,16464,1,"all"
"deluged",1,16464,1,"all"
"wind-breaker",1,16464,1,"all"
"zipping",1,16464,1,"all"
"clooney’s",1,16464,1,"all"
"rylee",1,16464,1,"all"
"precede",1,16464,1,"all"
"engrossing",1,16464,1,"all"
"b-13",1,16464,1,"all"
"plato",1,16464,1,"all"
"meno",1,16464,1,"all"
"annotated",1,16464,1,"all"
"anastaplo",1,16464,1,"all"
"berns",1,16464,1,"all"
"newburyport",1,16464,1,"all"
"pullins",1,16464,1,"all"
"1-86",1,16464,1,"all"
"numbering",1,16464,1,"all"
"geometrical",1,16464,1,"all"
"vanessa",1,16464,1,"all"
"sussex",1,16464,1,"all"
"bloomsbury",1,16464,1,"all"
"austell",1,16464,1,"all"
"exhorted",1,16464,1,"all"
"janitor's",1,16464,1,"all"
"gooood",1,16464,1,"all"
"wylam",1,16464,1,"all"
"wallbottle",1,16464,1,"all"
"keel",1,16464,1,"all"
"tyne",1,16464,1,"all"
"fidéle",1,16464,1,"all"
"perplexing",1,16464,1,"all"
"amani",1,16464,1,"all"
"dragon-lady",1,16464,1,"all"
"make-no-waves",1,16464,1,"all"
"lucidity",1,16464,1,"all"
"totes",1,16464,1,"all"
"1-7",1,16464,1,"all"
"isa",1,16464,1,"all"
"adversity",1,16464,1,"all"
"farwell",1,16464,1,"all"
"fingerprinting",1,16464,1,"all"
"suspect’s",1,16464,1,"all"
"perpetrator",1,16464,1,"all"
"visionaries",1,16464,1,"all"
"crowley",1,16464,1,"all"
"choronzon",1,16464,1,"all"
"demoness",1,16464,1,"all"
"enigmatic",1,16464,1,"all"
"prevalent",1,16464,1,"all"
"magi",1,16464,1,"all"
"exert",1,16464,1,"all"
"build-up",1,16464,1,"all"
"financed",1,16464,1,"all"
"opendemocracy",1,16464,1,"all"
"eighteen-month",1,16464,1,"all"
"equip",1,16464,1,"all"
"modernize",1,16464,1,"all"
"infantry",1,16464,1,"all"
"battalions",1,16464,1,"all"
"mechanized",1,16464,1,"all"
"plural",1,16464,1,"all"
"eimi",1,16464,1,"all"
"esmen",1,16464,1,"all"
"dispels",1,16464,1,"all"
"masculine",1,16464,1,"all"
"personhood",1,16464,1,"all"
"opi's",1,16464,1,"all"
"crème",1,16464,1,"all"
"attention-grabbing",1,16464,1,"all"
"splitcoaststampers",1,16464,1,"all"
"uploads",1,16464,1,"all"
"calorie",1,16464,1,"all"
"snooze",1,16464,1,"all"
"bar-b-q",1,16464,1,"all"
"odor",1,16464,1,"all"
"charcoal",1,16464,1,"all"
"soft-boiled",1,16464,1,"all"
"rioters",1,16464,1,"all"
"imaginable",1,16464,1,"all"
"trimmer",1,16464,1,"all"
"luckiest",1,16464,1,"all"
"bahasa",1,16464,1,"all"
"emlyn",1,16464,1,"all"
"chand",1,16464,1,"all"
"publicist",1,16464,1,"all"
"year-long",1,16464,1,"all"
"re-visit",1,16464,1,"all"
"lamented",1,16464,1,"all"
"non-english",1,16464,1,"all"
"nurturing",1,16464,1,"all"
"add-up",1,16464,1,"all"
"sputtering",1,16464,1,"all"
"portu-spanish",1,16464,1,"all"
"portunol",1,16464,1,"all"
"espanol",1,16464,1,"all"
"uninspired",1,16464,1,"all"
"recently-released",1,16464,1,"all"
"non-running",1,16464,1,"all"
"labrum",1,16464,1,"all"
"jason's",1,16464,1,"all"
"miamoo",1,16464,1,"all"
"wellies",1,16464,1,"all"
"luigi",1,16464,1,"all"
"bonomi",1,16464,1,"all"
"tail-off",1,16464,1,"all"
"book's",1,16464,1,"all"
"shelves",1,16464,1,"all"
"scour",1,16464,1,"all"
"infinite",1,16464,1,"all"
"scribble",1,16464,1,"all"
"chickers",1,16464,1,"all"
"gaps",1,16464,1,"all"
"less-educated",1,16464,1,"all"
"lullaby",1,16464,1,"all"
"vs27",1,16464,1,"all"
"gatwick",1,16464,1,"all"
"airworthiness",1,16464,1,"all"
"frantically",1,16464,1,"all"
"alaric’s",1,16464,1,"all"
"alaric",1,16464,1,"all"
"borders-rip",1,16464,1,"all"
"16-22",1,16464,1,"all"
"238-243",1,16464,1,"all"
"gestation",1,16464,1,"all"
"supernerds",1,16464,1,"all"
"season’s",1,16464,1,"all"
"worrier",1,16464,1,"all"
"evidenced",1,16464,1,"all"
"colden",1,16464,1,"all"
"discontinued",1,16464,1,"all"
"nielsen",1,16464,1,"all"
"analysing",1,16464,1,"all"
"unison",1,16464,1,"all"
"bicarbonate",1,16464,1,"all"
"grass-fed",1,16464,1,"all"
"richard-",1,16464,1,"all"
"50-100",1,16464,1,"all"
"iffy",1,16464,1,"all"
"bethlehem",1,16464,1,"all"
"montgomery",1,16464,1,"all"
"overboard",1,16464,1,"all"
"ibook",1,16464,1,"all"
"sony",1,16464,1,"all"
"e-store",1,16464,1,"all"
"kobo",1,16464,1,"all"
"indices",1,16464,1,"all"
"renegotiation",1,16464,1,"all"
"onscreen",1,16464,1,"all"
"rw",1,16464,1,"all"
"optionelle",1,16464,1,"all"
"hispanitas",1,16464,1,"all"
"zig",1,16464,1,"all"
"zag",1,16464,1,"all"
"hellish",1,16464,1,"all"
"intelligible",1,16464,1,"all"
"by-the-by",1,16464,1,"all"
"girly",1,16464,1,"all"
"blinding",1,16464,1,"all"
"theologically",1,16464,1,"all"
"nanak",1,16464,1,"all"
"nanak's",1,16464,1,"all"
"anti-communalist",1,16464,1,"all"
"flows",1,16464,1,"all"
"transcend",1,16464,1,"all"
"merge",1,16464,1,"all"
"ontologically",1,16464,1,"all"
"interrupting",1,16464,1,"all"
"sane",1,16464,1,"all"
"bounenkai",1,16464,1,"all"
"end-of-year-party",1,16464,1,"all"
"kadoya",1,16464,1,"all"
"kirin",1,16464,1,"all"
"jiangsu",1,16464,1,"all"
"lianyungang",1,16464,1,"all"
"guangdong",1,16464,1,"all"
"ten-foot",1,16464,1,"all"
"walkway",1,16464,1,"all"
"colourwise",1,16464,1,"all"
"reunions",1,16464,1,"all"
"back-up",1,16464,1,"all"
"salya",1,16464,1,"all"
"madri",1,16464,1,"all"
"tricked",1,16464,1,"all"
"charioteer",1,16464,1,"all"
"karna",1,16464,1,"all"
"peices",1,16464,1,"all"
"yardage",1,16464,1,"all"
"headlong",1,16464,1,"all"
"disseminating",1,16464,1,"all"
"intermediaries",1,16464,1,"all"
"underland",1,16464,1,"all"
"rowling",1,16464,1,"all"
"brainy",1,16464,1,"all"
"sparrow",1,16464,1,"all"
"models-of",1,16464,1,"all"
"pureed",1,16464,1,"all"
"forlorn",1,16464,1,"all"
"surreptitiously",1,16464,1,"all"
"winked",1,16464,1,"all"
"bcbs",1,16464,1,"all"
"cringe",1,16464,1,"all"
"doctoral",1,16464,1,"all"
"1-843",1,16464,1,"all"
"1-471",1,16464,1,"all"
"b-1",1,16464,1,"all"
"appendices",1,16464,1,"all"
"d-xi",1,16464,1,"all"
"d-xii",1,16464,1,"all"
"marcela",1,16464,1,"all"
"valladolid",1,16464,1,"all"
"bundt",1,16464,1,"all"
"edith",1,16464,1,"all"
"crocodiles",1,16464,1,"all"
"immensley",1,16464,1,"all"
"longed",1,16464,1,"all"
"self-loathing",1,16464,1,"all"
"zechariah",1,16464,1,"all"
"galilee",1,16464,1,"all"
"anguish",1,16464,1,"all"
"regather",1,16464,1,"all"
"shah",1,16464,1,"all"
"alam-",1,16464,1,"all"
"selangor",1,16464,1,"all"
"renewing",1,16464,1,"all"
"modes",1,16464,1,"all"
"wyden’s",1,16464,1,"all"
"_____i",1,16464,1,"all"
"prided",1,16464,1,"all"
"memorandum",1,16464,1,"all"
"etched",1,16464,1,"all"
"ringo",1,16464,1,"all"
"yolanda",1,16464,1,"all"
"rapporteur",1,16464,1,"all"
"jurisprudence",1,16464,1,"all"
"mariah’s",1,16464,1,"all"
"distancing",1,16464,1,"all"
"fiorelli",1,16464,1,"all"
"cardy",1,16464,1,"all"
"legging",1,16464,1,"all"
"cream-colored",1,16464,1,"all"
"sheep’s",1,16464,1,"all"
"varnish",1,16464,1,"all"
"clouding",1,16464,1,"all"
"satin",1,16464,1,"all"
"resigning",1,16464,1,"all"
"delaque",1,16464,1,"all"
"outstands",1,16464,1,"all"
"vocab",1,16464,1,"all"
"ahhhhhh",1,16464,1,"all"
"sumatra",1,16464,1,"all"
"refuge's",1,16464,1,"all"
"jeb",1,16464,1,"all"
"invalid",1,16464,1,"all"
"unjust",1,16464,1,"all"
"t-a-b",1,16464,1,"all"
"servalakshmi",1,16464,1,"all"
"audited",1,16464,1,"all"
"stipulated",1,16464,1,"all"
"un-audited",1,16464,1,"all"
"threader",1,16464,1,"all"
"chelyabinsk",1,16464,1,"all"
"rallying",1,16464,1,"all"
"caledonian",1,16464,1,"all"
"europhile",1,16464,1,"all"
"wailing",1,16464,1,"all"
"vladimir",1,16464,1,"all"
"mahmood",1,16464,1,"all"
"ahmadinnejhad",1,16464,1,"all"
"horsing",1,16464,1,"all"
"tolerable",1,16464,1,"all"
"infects",1,16464,1,"all"
"plant-like",1,16464,1,"all"
"proteins",1,16464,1,"all"
"vestiges",1,16464,1,"all"
"sentience",1,16464,1,"all"
"skidded",1,16464,1,"all"
"impart",1,16464,1,"all"
"clung",1,16464,1,"all"
"transnational",1,16464,1,"all"
"brokerage",1,16464,1,"all"
"silos",1,16464,1,"all"
"transacting",1,16464,1,"all"
"crookers",1,16464,1,"all"
"poirier",1,16464,1,"all"
"face-t",1,16464,1,"all"
"immensely",1,16464,1,"all"
"aggresively",1,16464,1,"all"
"kyoto",1,16464,1,"all"
"variant",1,16464,1,"all"
"os",1,16464,1,"all"
"voip",1,16464,1,"all"
"memorization",1,16464,1,"all"
"reflux",1,16464,1,"all"
"gerd",1,16464,1,"all"
"proton",1,16464,1,"all"
"inhibitor",1,16464,1,"all"
"proton-pump",1,16464,1,"all"
"inhibitors",1,16464,1,"all"
"ppis",1,16464,1,"all"
"long-lasting",1,16464,1,"all"
"gastric",1,16464,1,"all"
"manager’s",1,16464,1,"all"
"pbm",1,16464,1,"all"
"persevering",1,16464,1,"all"
"often-difficult",1,16464,1,"all"
"multicultural",1,16464,1,"all"
"smelling",1,16464,1,"all"
"scam",1,16464,1,"all"
"clearsnap",1,16464,1,"all"
"chalk",1,16464,1,"all"
"tsukineko",1,16464,1,"all"
"moonwort",1,16464,1,"all"
"irresistible",1,16464,1,"all"
"sunflowers",1,16464,1,"all"
"goldfinches",1,16464,1,"all"
"ripened",1,16464,1,"all"
"stickpins",1,16464,1,"all"
"brooches",1,16464,1,"all"
"crowns",1,16464,1,"all"
"wetwipes",1,16464,1,"all"
"rath",1,16464,1,"all"
"bartender’s",1,16464,1,"all"
"methodically",1,16464,1,"all"
"inspects",1,16464,1,"all"
"restrooms",1,16464,1,"all"
"f-king",1,16464,1,"all"
"granita",1,16464,1,"all"
"unintentionally",1,16464,1,"all"
"phh",1,16464,1,"all"
"mma",1,16464,1,"all"
"academie",1,16464,1,"all"
"sportive",1,16464,1,"all"
"wanes",1,16464,1,"all"
"berlusconi",1,16464,1,"all"
"vulgarities",1,16464,1,"all"
"tits-and-arse",1,16464,1,"all"
"sc2",1,16464,1,"all"
"andrewwilson",1,16464,1,"all"
"escalate",1,16464,1,"all"
"reminisced",1,16464,1,"all"
"adulthood",1,16464,1,"all"
"lurk",1,16464,1,"all"
"jump-cut",1,16464,1,"all"
"circulation",1,16464,1,"all"
"murdoch-owned",1,16464,1,"all"
"coulson’s",1,16464,1,"all"
"bollocks",1,16464,1,"all"
"newscorp",1,16464,1,"all"
"projector",1,16464,1,"all"
"faintly",1,16464,1,"all"
"reoccurring",1,16464,1,"all"
"al-sadma",1,16464,1,"all"
"al-mutakerera",1,16464,1,"all"
"treads",1,16464,1,"all"
"thamud's",1,16464,1,"all"
"mudamer",1,16464,1,"all"
"progresses",1,16464,1,"all"
"through-out",1,16464,1,"all"
"millenia",1,16464,1,"all"
